"","lon","lat"
"855",-123.242334,49.262826
"856",-123.129875,49.264095
"857",-123.074194,49.270099
"858",-122.829046,49.287967
"859",-123.07295,49.308289
"860",-75.734506,45.391208
"861",-75.691221,45.413907
"862",-79.41338,43.735376
"863",-123.422414,48.53449
"864",-122.303877,49.144416
"865",-79.919457,43.260499
"866",-79.430907,43.656361
"867",-79.384309,43.669519
"868",-123.079722,49.258067
"869",-122.753688,49.155215
"870",-79.397425,43.691352
"871",-122.616719,49.214645
"872",-79.39007,43.647544
"873",-75.719978,45.405803
"874",-79.131928,43.113533
"875",-79.258954,43.205519
"876",-75.679813,45.423162
"877",-122.925613,49.199878
"878",-79.333854,43.665486
"879",-122.339035,49.052587
"880",-79.463553,43.638891
"881",-79.463487,43.63902
"882",-79.462404,43.65121
"883",-79.297753,43.675634
"884",-80.257641,43.528512
"885",-79.917402,43.263457
"886",-80.938388,44.569987
"887",-122.581677,49.172995
"888",-79.511174,43.655995
"889",-122.600976,49.140763
"890",-75.655568,45.453885
"891",-79.321518,43.64891
"892",-75.734347,45.391156
"893",-75.747379,45.387913
"894",-79.918034,43.324687
"895",-122.266336,49.074202
"896",-123.04621,49.280922
"897",-81.616781,42.597776
"898",-83.026079,42.097366
"899",-122.933121,49.148508
"900",-75.715896,45.351236
"901",-80.190273,43.552455
"902",-122.792182,49.260518
"903",-79.699749,43.485275
"904",-79.071584,43.255491
"905",-81.263503,43.000773
"906",-79.889047,43.211058
"907",-122.92474,49.121934
"908",-81.3329,42.939751
"909",-82.815438,42.169649
"910",-122.938085,49.152443
"911",-122.940767,49.156359
"912",-81.175977,42.982462
"913",-122.601392,49.140279
"914",-75.758447,45.377495
"916",-79.870755,43.214169
"917",-79.628182,43.217468
"918",-80.153305,43.423654
"919",-76.483832,44.233695
"920",-79.406013,43.721325
"921",-81.281406,42.957082
"922",-81.254779,42.988818
"923",-79.365036,43.696914
"924",-122.631272,49.162847
"925",-79.754873,43.696381
"926",-123.019516,49.280618
"927",-80.97721,43.35891
"928",-80.976952,43.359159
"933",-80.976008,43.359159
"934",-80.218643,43.536581
"935",-79.409093,43.664494
"936",-79.297936,43.72615
"937",-75.726835,45.400997
"938",-83.01885,42.321629
"939",-81.270485,42.989166
"941",-81.232435,43.037598
"942",-79.743422,43.224968
"943",-80.219295,43.534794
"944",-79.321271,43.668517
"947",-76.483832,44.233697
"948",-73.595563,45.51797
"949",-123.072766,49.262085
"950",-81.26878,43.009306
"951",-122.823101,49.184015
"952",-122.823097,49.184094
"955",-122.812277,49.184123
"956",-123.257003,49.26962
"957",-80.475023,43.453037
"958",-79.417948,43.66123
"959",-123.093866,49.253153
"960",-79.814313,43.327715
"961",-78.944073,42.921583
"962",-123.097008,49.245754
"963",-123.112436,49.256053
"964",-79.350639,43.664842
"965",-122.280979,49.048758
"966",-122.647296,49.16177
"967",-79.352615,43.677474
"968",-122.937543,49.212001
"969",-73.60661,45.473394
"970",-122.93024,49.143736
"971",-75.698596,45.409066
"972",-122.645348,49.162317
"973",-75.679739,45.440104
"974",-73.622321,45.550503
"975",-73.633691,45.493249
"976",-122.931668,49.147938
"977",-81.304267,43.013143
"978",-73.491266,45.690879
"980",-79.398226,43.160202
"981",-122.60112,49.140239
"982",-123.081999,49.090096
"983",-79.866331,43.236904
"984",-79.919225,43.260879
"985",-81.179787,42.774225
"986",-79.804496,43.120833
"987",-122.672987,49.213572
"988",-123.041264,49.220191
"989",-79.447169,43.698594
"990",-83.070766,42.267205
"991",-79.432835,43.653755
"992",-79.446529,43.654611
"993",-73.54107,45.353847
"995",-122.778114,49.232207
"996",-82.180296,42.406234
"997",-80.482707,43.49455
"998",-63.568086,44.684498
"999",-123.027843,49.350718
"1109",-83.045527,42.033131
"1110",-83.025558,42.097778
"1111",-83.042862,42.241733
"1112",-83.05365,42.253128
"1113",-82.995956,42.292191
"1114",-82.976736,42.329779
"1115",-81.274544,42.943871
"1116",-81.29921,42.954174
"1117",-81.228333,42.959167
"1118",-81.226686,42.966067
"1119",-81.226706,42.966078
"1120",-82.402449,42.97125
"1121",-81.261389,42.979167
"1122",-81.152929,42.98622
"1123",-81.160811,43.005232
"1124",-81.236588,43.025975
"1125",-80.892828,43.044946
"1126",-79.087489,43.128437
"1127",-79.057533,43.13562
"1128",-79.336175,43.136597
"1129",-79.275101,43.140701
"1130",-79.277382,43.151833
"1131",-79.547881,43.184625
"1132",-79.749894,43.222689
"1133",-79.749855,43.222885
"1134",-79.749527,43.222946
"1135",-79.719025,43.223706
"1136",-79.993889,43.236111
"1137",-79.87,43.24
"1154",-79.969722,43.240278
"1155",-79.8658,43.245
"1172",-79.866,43.2452
"1274",-79.87,43.25
"1376",-79.915558,43.254166
"1377",-79.920083,43.255536
"1380",-79.920119,43.255753
"1381",-79.920136,43.255822
"1382",-79.920136,43.255853
"1383",-79.919998,43.256668
"1384",-79.9,43.27
"1393",-79.8991,43.2736
"1402",-79.849125,43.31475
"1403",-79.849157,43.314827
"1404",-79.793611,43.3225
"1405",-79.94,43.33
"1410",-79.9355,43.3344
"1415",-79.882744,43.338017
"1416",-79.836753,43.377097
"1417",-80.012362,43.440911
"1418",-80.542862,43.443825
"1419",-79.695803,43.484161
"1420",-80.227538,43.530228
"1421",-80.231292,43.535167
"1422",-80.234192,43.542758
"1423",-80.217644,43.558838
"1424",-81.69,43.6
"1426",-81.6855,43.601
"1428",-79.465765,43.646288
"1429",-79.40847,43.647057
"1430",-79.408512,43.647115
"1431",-79.426479,43.65993
"1432",-79.402642,43.662812
"1433",-79.385513,43.664345
"1434",-79.420805,43.664438
"1435",-79.379028,43.666522
"1436",-79.421325,43.667205
"1437",-79.422798,43.681194
"1438",-79.316667,43.694444
"1439",-79.477938,43.699771
"1440",-79.405197,43.699847
"1441",-79.40497,43.69995
"1442",-79.424158,43.82657
"1443",-79.411683,43.83063
"1444",-79.431038,43.839078
"1445",-77.143929,44.003941
"1446",-77.143935,44.004088
"1447",-78.33139,44.302422
"1448",-78.333333,44.305
"1450",-73.469001,45.02203
"1451",-75.783753,45.332825
"1452",-75.723236,45.380356
"1453",-75.835833,45.391111
"1454",-75.689955,45.415096
"1455",-75.68454,45.42106
"1456",-75.684727,45.42108
"1457",-75.685122,45.42113
"1458",-75.685418,45.421477
"1459",-75.68619,45.421868
"1460",-75.686103,45.422138
"1461",-75.688158,45.422642
"1462",-75.670467,45.425707
"1463",-75.67061,45.42577
"1464",-75.718047,45.426747
"1465",-75.695978,45.426875
"1466",-75.67881,45.426891
"1467",-75.696132,45.42722
"1468",-75.699144,45.428046
"1469",-75.727217,45.430681
